1,,,,,,,
23.25,23.75,23.5,23.5,23.75,23.5,24,23.25
23.5,23.5,23,23,22.75,23,23.25,22.75
23.25,23.25,22,21.5,22.25,22.75,22.75,22
23.5,22.75,21.5,22.25,24.5,22.5,22,22.5
23.25,23,20.75,21.5,22.25,21.75,21.75,22.25
23.25,22.75,21.25,20.75,20.25,21.5,21.75,21.75
22.75,24,21.25,21.25,20,21.5,21.25,21.25
22.5,23.5,22.5,23,22.5,22.75,22,21.25
23.25,23.75,23.25,23.5,23.5,23.75,23.5,23.25
23.75,23.5,23,22.75,22.5,23.25,23,22.75
23.5,23,22.25,22,22,22.25,23.25,22.25
23,23.25,21.25,22.25,24.5,22,22,22
23,23,20.75,21.5,22,21.75,20.75,22
23.5,23,21,20.25,20.25,20.75,21.25,21.25
23,23.25,21.75,20.75,20.25,21.5,21.5,21
23.5,23.25,22.75,23.25,22.75,22.25,21.75,21.5
24,23.75,23,23.75,23.25,23.75,23.75,23.25
23.5,23.5,22.5,23,22.75,23,23,23.25
23,23,22,22,22,22.5,22.5,22
23.25,23,21.5,22,24.25,22.25,21.5,22
23,23,20.5,21.5,22,21.5,21.5,22.5
23,22.5,20.5,20.5,20.75,21.5,21.75,21.5
23,23.5,22,20.75,19.75,21.25,21.25,21.5
22.5,23,22.5,22.75,22.5,22.25,21.75,21.25
23.75,23.5,23.25,23.75,23,23.75,24.25,23
24,23.5,22.75,22.75,22.5,23,23,22.75
23.5,23,22.25,22,22.5,22.25,22.25,22.25
23,22.75,21.75,22,24,21.5,21.5,21.75
23.5,23,20.75,21.25,21.75,21.75,21.5,21.75
23,23,20.75,20.75,20.5,21.75,22,21.75
23.25,23.25,21.25,20.5,20.25,21,21.5,21
22,22.75,22.5,22.75,22.25,22,22,21.25
23.75,24,23,23.75,23.5,23.75,23.25,23.5
23.5,24.25,22.5,23,22.5,23,23,23.25
23.5,23.5,22.25,22,22.25,22.75,23,22
23,23,21.5,22,24.75,22.5,22.25,22.5
23,23,20.75,21.5,22,21.5,21.5,21.5
22.75,22.5,21.25,20.25,20.5,21.5,21.25,21.75
22.75,23.25,22,21.5,20,21.5,21.5,21.75
22.5,22.75,23,23.5,22.5,22.25,21.5,21.5
23.75,23.5,23,23.5,23.5,23.5,24,23.25
24,23.5,22.75,23.25,22.75,23.25,23.25,23
23.75,23.25,22,22.25,22.5,22.25,22.5,22
23.25,22.75,21.5,22.25,24.5,21.75,22,22
23,23.25,20.5,21.75,22,21.5,21.5,21.75
23.25,23,21.25,20.75,20.25,21.5,21.25,21.5
23,24,21.75,21.25,20.25,21.5,21.25,20.75
23,23.25,22.25,23.5,22.75,22.25,22,21.5
23.75,23.75,23.25,23.75,23.25,23.5,23.75,23
23.5,23.75,23,23,22.25,22.75,22.5,22.5
23.5,23.25,22.25,22,22.25,23,23.25,22.25
22.75,22.75,21.5,22,24.25,22.25,22,22.25
23.5,23,20.75,21.5,22,21.25,21.75,22
22.75,23.25,20.75,20.5,20.5,21.5,21.75,21.5
23.25,23.75,21.5,21,20,21.5,21.5,21.5
22.25,23.5,22.5,22.75,22.5,22,22,21.5
23.75,23.75,23,23.25,23.5,23.75,23.75,23
24,23.5,22.5,23,22.5,23.25,23,23
23.25,23.25,22.5,22,22,22.5,22.5,22.25
23,23,21.75,22,24.5,22.25,22,22.25
23.25,23,20.75,21.5,22,21.75,21.5,22.25
23.25,22.5,21,21,20.75,21.25,22,21.5
23,23.75,21.75,21,20.25,21.5,21.5,21.5
22.5,23.25,22.5,23.75,23,22.5,22,21
24,24,23.75,23.5,23.5,23.75,23.5,23.75
24.25,23.5,23,23.25,22.75,23.25,23.5,23.25
23.75,23.25,22,22.5,22.25,23,23,22.75
23.25,23,21.25,22.25,24.5,22.25,22,22.5
23.25,22.75,20.75,21,22,21.75,21.75,22.25
23.5,23,20.75,20.5,20.75,21.75,22,22
23.25,24.25,21.75,21,20.25,21.75,21.5,21.5
22.75,23.25,22.75,23.25,22.75,22.25,22,21
23.5,23.25,23,23.25,23,23.75,23.75,23.25
23.5,23.75,23,23,22.5,22.5,22.75,22.5
23.25,23.5,22.25,22.25,22.25,22.75,22.75,22.25
23.5,23,21.5,22,25.25,21.75,21.75,21.75
23,23,20.75,21.5,22.25,21.75,21.5,21.75
23.25,22.5,20.75,20.25,20.5,21.25,21.5,21.5
23,24,21.75,21,20.5,21.5,21.25,21
22.5,23.25,23,23.25,22.75,22.5,21.5,21.5
23.5,23.75,22.75,23.5,23.75,23.25,23.5,23.75
24,23.75,22.75,23.25,22.75,23.25,22.5,23
23.25,23.25,22.5,22.25,22.25,22.75,23,22.5
23.25,22.75,21.5,22.5,25,22,22,22.5
23.25,23.25,20.75,21.25,22.25,21.75,21.5,22
23.25,23,20.5,20.5,20.75,21.5,21.75,22
23.25,23.5,21.5,21,20,21,21.5,22.25
23,22.75,22.5,23,22.75,22,21.5,21.5
23.75,23.75,23.5,23.25,23.5,23.75,23.25,23.25
23.75,23.75,22.75,23.5,22.5,23,22.75,23.5
23,23.25,22.25,22.25,21.75,22.5,22.5,22
23,22.75,21.25,22.25,24.75,22,22,22.5
23.25,23,20.75,21.5,22.25,21.25,21.75,22
23,23,21,20.5,20.5,21.75,21.25,21.25
22.75,23.75,21.5,21,20,21,21.75,21.75
22.25,22.5,22.5,23,22,22.5,22,21.25
23.75,24,23.25,23.5,23.5,23.75,23.5,23.25
23.75,23.5,22.75,22.75,22.25,23.25,23,22.75
